Y4,P1,P2,P3,P4,S1,S2,S3,S4,S5,S6,S7,Z1,Z2,Z3
0.0,9899.555555555557,2.055802469137778,15.35311728394111,0.0738888888888888,21.444444444444443,1938.19598387925,0.1296296296296666,3.125,2.28292621926,1.500625260525,52.38216738005,9.86111111111111,37.11111111111112,116.0
0.0,10478.8,2.767083333335,19.03522222221,0.0665,19.3,2061.4577450229,0.2666666666667,3.3,1.93128435963,2.8503126302625,48.208583690025,8.3,42.4,108.8
0.0,7959.3,3.166694444443,19.29983333333,0.2167499999996,0.0,1500.1659742995,0.0833333333333,2.9,1.02396,2.4,54.22,8.425,43.0,110.4
0.0,5548.8,0.650111111112,19.959861111116,0.0,2556.7,57487.48912560501,0.2832499999998999,2.2,0.6720810599063333,1.2516173765983334,55.68175123043333,9.575,29.8,106.4
0.0,10999.3,0.316555555556,11.3506944444467,0.0500833333332999,4771.8,86229.242724729,2.5089999999987,3.6,9.679747817589998,3.305764770855,50.272534352125,9.425,34.0,109.4
0.0,8937.1,0.8332499999999999,13.4790277777867,0.1167222222222,3141.9,67497.64643901,2.7201944444433,3.5,7.159684777318333,3.5484389399216667,50.53270671381667,9.35,34.0,108.8
0.0,7851.2,1.6665833333332,17.568888888889,0.2127777777778,390.1,5111.227613612899,0.6839444444443,3.6,1.798781490958,3.441673611794,61.3382762266,8.8,36.8,107.2
0.0,8481.9,1.595194444444,16.833999999988997,0.3814444444448,798.2,11878.8636581279,0.275027777778,3.4,3.64527330843,5.527117588895,68.0400831289,8.3,40.6,107.0
0.0,10139.8,3.076861111112,17.42655555556,0.249972222223,280.8,4904.036786801,0.2999166666667999,4.4,5.81753365169,4.16907883458,57.25743999463333,8.1,41.2,106.0
0.0,10218.3,2.493444444445,17.99325,0.349972222223,280.8,4834.1622777190005,0.2999166666667999,4.1,5.81753365169,4.16907883458,57.25743999463333,7.825,43.2,105.8
0.0,10787.7,2.376500000001,17.27147222222,0.35075,634.1,12723.191619078,0.8157500000001999,4.0,4.5057638470508,4.692939726748,62.588730404260005,8.1,44.6,109.4
0.0,8660.4,2.1400277777763,15.296166666676,0.283611111111,480.9,8399.987771355,0.5338611111098001,3.4,1.6302067528213335,3.330358043286666,81.8241775529,8.6,40.2,109.0
0.0,8674.0,1.6793888888879,14.311361111113,0.416944444444,485.0,11196.5110275781,0.4838055555543,3.2,2.2224358018286665,3.930774536413333,67.6540539933,9.025,37.4,109.6
0.0,8148.8,2.6248888888892,17.468722222231,0.0,1036.3,22436.157632442,0.3999999999997999,3.4,6.389653164046667,4.265719518946667,88.14403908973334,8.5,39.2,107.2
0.0,8089.6,1.283444444445,19.92319444445,0.0,993.2,21174.272080189003,0.1000555555556,2.5,14.64393114936,7.99555802332,113.6035535814,8.55,38.4,106.8
0.0,6634.0,0.3933888888889,8.603722222224,0.0,5124.1,100009.020863921,0.166666666667,2.8,4.7721452380965,1.857142857145,50.87857142855,9.525,33.4,109.6
0.0,6952.9,0.3933888888889,1.650444444444,0.0,5608.2,106893.8496333928,0.116666666667,3.5,8.78595714286,1.71428571429,49.6571428571,9.5,33.4,109.4
0.0,8028.7,2.5752777777787,11.884138888883,0.0,1738.4,39552.904616277,0.0833055555556,3.7,3.47637879293,4.80160053351,20.5468489496,8.175,36.4,101.8
0.0,7501.2,2.856222222222,11.833333333332,0.0,2599.5,65429.9555079196,0.0833055555556,4.1,3.47637879293,4.80160053351,20.5468489496,8.175,38.4,103.8
0.0,7489.7,3.728416666668,15.731833333314,0.0,385.6,5020.990526434,0.3415833333329,4.0,19.59858265049,10.349471077,47.11476808555,8.425,40.0,107.4
0.0,8258.1,3.809472222223,15.302083333313998,0.0,473.1,6036.262118037999,0.5749166666669001,4.3,16.182921766993335,10.899647384666666,63.40032158083333,8.475,39.6,107.4
0.0,7493.8,2.887861111112,16.95244444443,0.0,1562.9,34028.532277784005,0.6167777777788,4.8,10.6123035744325,8.9353611320975,71.554272455825,7.7,38.4,100.0
0.0,8303.5,3.278555555556,16.32474999999,0.0,1672.8,35121.817134765,0.7668055555566,5.1,10.530718660026,9.147622609176,79.36356973219999,7.775,39.0,101.2
0.0,8479.6,4.139833333333,16.08447222222,0.0,1592.2,34079.044955015,0.8835277777775999,5.4,9.292600962,7.56675872812,72.67358547908,8.0,41.2,105.2
0.0,7877.2,4.680472222218,15.830972222221002,0.0,690.5,8772.326336279,0.350055555555,4.5,3.16101150987,4.09568059472,62.5215073058,8.125,42.2,107.2
0.0,6919.1,4.800222222219,14.003305555548,0.0,621.5,8726.040867494501,0.1664444444444,4.5,5.33427236316,4.80640854472,65.4072096128,8.3,41.2,107.6
0.0,8862.2,2.758194444445,14.751277777767,0.0,471.6,6417.179880051,0.1825833333332,4.3,9.006404560065,9.01967368641,34.88739263745,8.225,39.6,105.4
0.0,9230.6,2.9027500000010003,14.567999999987,0.0,471.6,6734.933643213,0.4326111111113001,4.4,7.43844970671,6.81311579094,60.7286505176,8.175,39.8,105.2
0.0,6473.5,3.0900833333336,16.698527777773002,0.0,252.8,4217.4935687101,0.2500277777781,3.2,4.30254,2.4,112.4111662779,8.525,39.4,107.6
0.0,8299.2,1.4333611111096,15.526694444454,0.0,4202.2,77065.152716457,0.216694444444,2.0,0.261597231124,1.38443789258,57.3464940392,9.05,33.6,106.0
0.0,11003.6,0.216694444444,11.037000000003,0.0,4746.0,428349.6238040129,0.216694444444,2.2,0.261597231124,1.38443789258,57.3464940392,8.325,46.0,112.6
0.0,6575.2,2.90061111111,11.082916666664,0.0,2554.8,62571.376525959,0.6342777777770999,4.0,5.26308049115975,7.7163555020075,83.68875251345,8.175,31.0,96.4
0.0,7452.7,4.358027777778,14.316805555565,0.0,76.4,3059.53867519,0.3999166666666,4.3,8.112953791593332,10.801945100533333,76.54656682573334,8.325,33.0,99.6
0.0,7734.9,4.88075,14.216777777778,0.0,15.4,3061.533491727,0.7226944444442,4.2,4.481409148833571,2.79503010267575,67.91116674690001,8.4,33.4,100.6
0.0,6941.2,5.412694444443,16.306805555562,0.0666388888889,313.9,5125.633695125,0.0499444444444,3.9,6.24120133482,10.0111234705,48.2869855395,8.225,36.4,102.2
0.0,6914.0,5.167083333328,12.482944444449,0.0,92.2,3427.8428326701,0.4166666666665,4.0,2.799814257950333,3.7495673167333337,48.8297445707,8.525,31.8,100.0
0.0,5649.1,6.2163055555582,16.31827777776,0.0,1463.7,40309.2401068801,0.1264722222222,4.3,2.23564126394,1.67286245353,55.8332301132,8.375,36.6,103.6
0.0,5325.4,5.461583333334,17.73516666666,0.0,0.0,1617.9167480485,0.3429166666661999,3.7,3.6808818214066665,2.3472744898966664,53.72626018496667,8.45,34.4,102.0
0.0,9789.8,0.483583333333,10.910444444432,0.0,5199.9,108068.834271604,0.0833611111110999,3.0,1.81517494169,2.39920026658,35.2282572476,8.375,35.6,102.6
0.0,7281.9,1.8335277777767,16.048333333338,0.100027777778,417.8,6449.2207952362,0.6058333333334,4.9,9.1699149012275,8.8961247523025,71.535349768225,8.25,34.0,100.0
0.0,6774.8,1.9838055555547,17.46380555556,0.0832777777778,143.3,3617.12717236,0.2673333333333,4.7,1.471459515837,2.775468000955,83.20762322755,8.55,31.8,100.2
1.0,9088.8,3.216805555555,15.00255555556,0.1,223.9,4739.75633218,0.7839722222222,5.3,4.608963369176958,4.7941379286500005,87.89635224834,7.95,32.8,96.4
0.0,10007.8,3.366611111111,12.362638888887,0.200305555556,123.1,4188.2949599337,1.4715833333328,5.3,7.038082738412328,8.012601151658,93.0542228186,8.25,34.8,100.8
0.0,11024.6,4.230722222222,11.801194444427,0.0,154.7,4006.032392769,1.3928888888881,5.0,7.507802205933714,7.187125483037143,73.14197756441429,8.275,35.8,102.0
0.0,10983.5,3.094111111111,13.252305555566,0.0,406.5,5262.12675491,0.6284166666662,5.0,8.950570311183332,6.9871365099550005,63.479545260200005,7.925,40.2,103.6
0.0,11765.6,2.792527777778,13.63577777779,0.0,354.0,4751.371144858001,0.4667777777779999,4.3,11.506947989205,5.211782432745,72.146546461075,7.925,41.4,104.8
0.0,10697.2,3.250611111111,12.885833333334,0.0,271.1,4744.740510257,1.7374999999994,4.5,14.58493547216604,10.420258763044,80.43795228006,7.875,39.6,102.6
0.0,9925.3,2.9510555555554,12.08597222222,0.0,2369.5,55294.114002653005,4.7670555555509,3.7,15.049171978063333,8.37577766722,87.42328199730001,8.125,35.4,100.4
0.0,7350.5,1.400333333333,16.96216666666,0.0,3378.3,69199.9665405574,1.1668611111104,2.0,9.950506125275,7.74783218198,75.71696664035,8.425,36.6,104.0
0.0,10135.1,0.0,8.556749999987,0.0,2281.7,17239.512796799998,0.116222222222,2.0,6.73670650096,4.30210325048,54.6797323136,8.525,39.2,107.4
0.0,7221.7,0.0,21.92136111109,0.0,1399.5,14085.3178521003,0.183388888889,1.6,1.44907906695,1.09057861254,59.1820660406,8.4,37.8,105.0
0.0,8438.0,0.0,22.24011111112,0.0,1437.5,15352.796306273,0.316555555555,1.6,5.35775584886,6.073248716885001,55.74612748975,7.625,38.6,99.6
0.0,8924.9,0.0,17.306027777774,0.0,1109.7,16278.9223118114,0.4332499999989999,2.0,4.43358443562,4.33447875262,56.59279244376668,8.05,37.6,102.0
0.0,9416.1,0.0,19.022888888879,0.0,2406.1,32473.705413977,0.2165,1.6,1.30199384142,1.3856812933,56.1046959199,8.35,27.8,94.6
0.0,9984.5,0.0,0.748388888889,0.0,6715.8,135352.726313784,0.150138888889,3.1,1.41131544866,1.99814986124,56.2035152636,8.4,34.6,101.8
0.0,13207.7,0.0,6.085027777781,0.0,5600.1,117402.508250668,0.2502500000002,3.6,0.922283695473,2.9968551747900003,88.0684612944,7.75,35.8,97.8
0.0,17192.2,0.550055555555,10.867611111102,0.0,2010.1,16646.286130612,0.4779166666666,4.8,7.070443514552937,3.295634614948,48.864641954,7.35,43.2,102.0
0.0,16090.5,0.150055555556,9.374416666649,0.0,1709.5,13032.837265154,0.9611388888886,4.6,7.887624541072098,5.856018892347143,53.6922102821,7.35,39.2,98.0
0.0,14474.5,0.166805555556,10.765444444438,0.0,1816.2,14481.883677888,0.3058888888891,4.1,4.851804614146973,4.799778518964,41.86128937906,7.975,36.4,100.2
0.0,16542.9,0.6167777777779999,11.180805555562,0.0,4891.2,78934.49463714301,0.2666388888892,4.6,21.01018353893,18.403690797945,72.6375643682,7.85,40.6,103.4
0.0,16469.9,1.033500000001,8.917527777778,0.0,5288.3,95415.862985256,0.2330833333333,5.1,5.507173497563871,5.25795962243,76.23947850315,7.8,43.4,105.8
0.0,15306.9,0.699999999999,10.11558333334,0.0,3706.1,28775.12525273,0.5893055555557,5.3,5.536962244368,5.115617121230001,83.10717023116,6.8,45.4,99.8
0.0,17916.2,0.816666666666,9.760416666667002,0.0,2830.1,23197.88720366,0.5500833333335,5.6,11.612430707422,6.384289168238,70.90062176456,6.875,46.2,101.2
0.0,17649.1,1.166861111111,11.838861111111,0.0,2846.3,28795.506952760003,0.233388888889,4.6,8.758228968533333,8.328152259706668,62.6245915842,6.725,47.8,101.6
0.0,17124.2,0.41675,8.608833333336,0.0,5135.1,106585.31866175,0.1667500000001,3.7,13.1373434528,12.49222838956,63.9493925868,7.425,42.6,102.0
0.0,14692.0,1.7375555555559998,7.1625,0.0,4266.8,78006.488600189,0.2837222222223,4.0,6.274554525726667,6.5871922214300005,60.609847043866665,7.35,42.0,100.8
0.0,17200.2,3.2885833333337,14.37463888889,0.0,867.3,9497.638992473,0.4173888888893,4.8,6.1157926947175,6.37881775456,76.372417032475,7.3,43.8,102.2
1.0,14353.2,3.3104166666670003,11.916472222223,0.0,1590.7,17342.772333574998,0.5500555555551999,4.7,5.709470988623334,6.02715724546,97.0268861291,7.675,38.6,100.0
0.0,14917.9,2.502500000001,11.722388888895,0.0,1303.8,14326.092634422,0.7501111111107,4.7,3.5993461600066667,4.5130580063200005,76.25992369761667,7.5,41.4,101.4
0.0,14337.3,3.4200000000000004,11.337500000001,0.0,1068.8,10667.68165201,0.6001111111109,4.6,2.994042551033333,2.7037296384416667,62.636125740833336,7.525,41.6,101.8
0.0,16956.6,3.042111111111,10.889805555561,0.0,1063.4,9024.845905136,0.6320833333333,4.5,3.053893591438571,3.5403423002457144,59.85532027905714,7.325,43.4,102.0
0.0,15126.8,2.304111111112,12.26233333333,0.0,2247.2,19911.007859408,0.3820555555554999,3.9,1.614600894125,2.9474898279575,50.11827695745,7.525,45.4,105.6
0.0,15332.4,2.487444444445,13.012861111112,0.0,2029.5,19405.074018938,0.4653888888891,3.9,0.9729585871519726,2.53107381417,52.28946079965,7.325,46.4,105.0
0.0,16623.4,2.389250000001,13.343583333323,0.0,2471.6,19227.17797453,0.420555555556,4.1,0.20617605898919,4.016264512203333,67.29733472366667,7.4,48.6,107.8
0.0,15516.5,4.172611111111,13.040083333320002,0.0,2995.4,52218.368001631,1.400444444445,4.6,8.518076689998173,9.342011340774668,103.45478044543334,8.0,43.2,107.2
0.0,13415.7,4.28263888889,13.58202777779,0.0,1524.8,13644.575016788,0.5498611111115,5.1,5.961258390496852,5.009981915801999,53.46269923604,7.9,40.4,103.6
0.0,13077.9,4.499000000003,12.557888888887,0.0,1613.2,13742.44768192,0.4166944444448,4.7,7.69115913943458,2.401506883102,61.64461980812,7.65,44.4,105.6
0.0,13044.7,3.515111111113,10.721333333325,0.0,4088.8,67434.94238512802,0.3500277777781,4.0,7.876823924293226,2.2518836038775,64.74327476015,7.5,45.8,105.8
0.0,15796.3,3.31125,12.585472222227,0.0,4500.1,76245.95671068299,0.5529444444447,4.3,4.480486188896666,2.3582841344233336,52.84888087070001,7.475,42.6,102.4
0.0,15997.1,3.51,13.140833333341998,0.0,2122.2,15792.236738247,0.6391111111114001,3.9,3.3606064211695985,2.058848497335,48.127956591125,7.075,45.2,101.8
0.0,15708.4,3.122916666667,15.349694444447,0.0,2017.4,12830.995164226,1.188527777778,3.7,7.87346889656,5.364851552955,61.3468963991,7.35,46.6,105.4
1.0,9737.4,3.135333333333,16.51225,0.166666666667,5104.7,77805.04267642999,0.2166944444442999,3.2,10.6709643824,1.874609456365,51.05567173505,8.2,38.6,104.2
1.0,9924.0,1.3913055555549998,13.096499999991,0.0,1651.9,17539.8266156645,0.1564722222223,3.0,6.082966781914999,5.13647416413,32.303168693,7.975,42.0,105.8
0.0,7564.4,1.268916666667,12.36261111111,0.0,2030.9,23898.3010204325,0.7952500000007,2.9,10.23325725110212,4.968494172446667,69.9956461722,9.05,36.4,108.8
0.0,6621.3,1.4001388888880002,10.572083333341,0.0,5634.1,89320.97125622729,0.2165000000003999,2.6,7.32401497921,4.403825761485001,31.67389679885,8.2,41.4,107.0
0.0,10507.7,2.884055555556,11.153222222234,0.0,3721.9,52747.310573423005,0.9301944444441,3.6,9.219566046595,8.744119316335,62.52425991775,7.675,43.8,105.2
0.0,12123.0,2.000861111111,12.292000000008,0.0,4069.1,59728.775099295,0.9301944444441,3.4,9.219566046595,8.744119316335,62.52425991775,7.5,47.2,107.2
0.0,17777.7,6.59977777778,10.817805555558,0.187361111111,501.6,6180.283387695,0.9356111111115,5.9,21.182601244896,19.722318899876,65.77401957198,6.525,50.0,102.2
0.0,17594.3,7.416722222222001,11.751250000002,0.187361111111,501.6,6320.267543718,1.0523611111115,6.0,20.49592216518,18.005572673523336,58.90875649556667,6.25,52.0,102.0
0.0,14737.4,5.767638888889,12.428611111118,0.0,2437.4,186003.819488336,0.505027777777,4.0,12.752409599316666,9.908844476526664,59.25901096043333,6.425,52.2,103.6
0.0,12981.1,4.700888888889,13.86233333334,0.0,2437.4,185513.915170289,0.253083333333,3.4,10.361617906525002,6.911409768435,35.9342523416,6.45,52.8,104.4
0.0,11444.1,3.683611111109,14.97911111112,0.0,2430.5,185203.528951584,0.253083333333,3.0,10.361617906525002,6.911409768435,35.9342523416,6.825,52.2,106.8
0.0,16131.4,3.7170555555570006,8.569055555565999,0.250027777777,2936.2,189959.23891292,2.9006111111109,6.5,9.117101818657778,15.999319278005556,59.73444268494556,6.05,48.4,96.8
0.0,16223.5,4.383694444446,9.60247222223,0.250027777777,2259.3,29501.071177889,2.9670833333330995,6.4,8.773799493039,15.903775147945002,58.838307233831,6.15,46.8,96.0
0.0,17330.2,4.633611111113,11.06927777779,0.3667222222209999,827.8,7094.600848403,2.4358888888884,6.3,6.162763921754444,13.66472202616111,58.11158978462333,6.3,47.2,97.6
0.0,16802.1,5.600472222224,10.417472222227,0.3499999999991999,575.3,7780.675950754,0.8216666666668001,6.2,5.879536529366667,14.723848146433332,64.29027192275,6.0,45.2,93.2
0.0,16107.8,6.052277777777,11.347916666668,0.2999722222222,697.8,11898.087810579,0.8554166666666999,6.4,5.240343896131667,14.491117199366665,52.973135791673336,5.975,48.2,96.0
0.0,16587.6,7.815138888889,12.353027777774,0.1,370.3,12128.06333697,1.3680555555558,6.3,5.26662391558375,11.149825499845,54.7387490583925,5.8,51.0,97.4
0.0,16555.6,7.358555555554,12.614333333338,0.0,174.0,7798.713160172,1.1680000000005,5.5,6.05916119608125,8.82616772497,53.251383962525,5.975,50.0,97.8
0.0,16205.8,6.536027777775,12.93625,0.0,900.7,11230.693979176,0.8451111111113001,5.7,13.889171257432858,14.062481933282855,51.21654323485715,6.25,44.2,94.2
0.0,18433.1,5.103861111111,13.37611111111,0.0,900.7,11717.371325942,0.9121111111106,6.0,12.95856187406875,12.5956855165125,46.642720338175,6.425,46.6,98.0
0.0,16643.9,4.034000000003,10.266500000010002,0.0,2406.2,47806.490781525,0.5699166666665,4.7,6.9663769308875,9.630765928685,54.0699579257,6.35,44.2,95.0
0.0,14918.4,4.209333333331,10.63522222222,0.0,2279.3,47413.640191793,0.7043888888886001,4.6,6.753429601982001,13.43736599966,55.517577128092,6.05,44.8,93.2
0.0,15962.8,5.926194444441999,11.949916666675,0.0,325.6,12674.934428989,1.1959444444443998,5.6,8.138651578275715,13.760693385461428,58.64447526043715,5.825,61.2,107.8
0.0,13119.9,7.694111111105999,12.300361111117,0.0,8.4,3079.167658779,1.0562222222224,5.7,4.965759851207857,8.507830202764286,48.752785743414286,6.075,57.4,106.0
0.0,11452.9,7.789138888884,11.933111111107,0.0,948.8,180612.596881712,0.8118611111115,4.8,3.6386299645656246,8.415394530468749,48.4940336007125,7.025,46.4,102.6
0.0,9842.8,3.633388888889,5.265861111107,0.0,5195.4,234789.822883962,0.3921944444449,4.4,5.59302065426,11.405020228025,53.14592976672501,7.675,43.0,104.4
0.0,10814.9,1.763166666667,2.101166666662,0.0,6419.6,235914.241528268,0.1499722222222,4.6,4.66814937726,10.35029629811,49.8512964657,6.675,41.6,95.0
0.0,15697.9,4.196750000001001,7.546416666659999,0.0666388888889,3226.7,202123.094790108,0.8158055555564001,6.6,7.910466912821429,15.516083479585715,61.67118001218571,6.7,45.8,99.4
0.0,15262.4,7.113638888889,9.0315555555479,0.1333333333333,337.3,4555.528723495,0.8656111111119001,7.5,6.66397909537,13.3804578271075,59.984994231162496,6.575,46.8,99.4
0.0,15932.3,6.5671388888890005,9.4717777777749,0.1999444444444,574.4,6417.093166947,1.0656944444453,7.3,6.893911960915556,16.337141764826665,61.275417159255554,6.225,49.6,99.4
0.0,14424.7,6.034055555556,9.7673888888836,0.1999444444444,573.0,5780.249732131,1.2029166666678,6.4,6.320481099627778,16.732102324535553,60.54028747828889,6.475,51.0,102.8
0.0,15292.1,8.848777777780999,11.205111111119,0.1286111111111,297.7,6666.775626835,1.2976666666668,8.6,5.5626215693242855,10.732474478434286,68.86026272615715,6.275,45.6,95.8
0.0,15595.1,7.25680555556,12.776972222207,0.0,232.4,5000.994807734,1.1682777777782,7.4,5.02516605907,11.73291806170625,52.792280018325,6.05,46.8,95.2
0.0,15449.3,6.893194444446,12.775749999997,0.0,178.5,6501.278122315,0.9613888888882,7.1,6.529376130055715,13.580959113394286,53.03027763095714,6.125,46.2,95.2
0.0,15047.6,6.793999999998,12.342777777777,0.0666944444444,241.7,6436.727701858001,1.1855833333323,7.0,7.9568253221462495,14.269237155453752,63.9619309684375,6.25,47.0,97.0
0.0,14848.7,5.751194444447799,9.518111111114,0.0666944444444,1267.1,14515.78169035,1.3459166666671,7.0,9.058457909827778,15.695177597530002,60.92461936546667,6.2,48.4,98.0
0.0,13767.1,7.1395833333368,8.574277777781,0.0,1047.5,12414.809747659,1.4719444444449,7.1,9.5909943826325,15.04800564664,51.7131286277625,6.4,45.8,97.0
0.0,16205.2,5.9230555555518,8.162833333346,0.0,1078.3,14712.291285054,2.010138888889,7.6,10.77864868137625,16.8594393183125,64.6566617356,6.4,44.8,96.0
0.0,14623.0,7.356638888889,9.863055555566,0.0,263.2,6418.568033832,1.7767222222220005,7.9,8.8518703886025,14.735396207665,66.1695925898,6.175,45.2,94.6
0.0,18285.0,6.400888888895,11.84863888889,0.0,91.6,5774.901792877,2.0046388888889,7.0,8.587610585208887,12.183397587528887,58.10847669672223,6.2,49.4,99.0
0.0,16336.8,6.560999999999001,11.733583333342,0.0,206.0,7250.132812802,0.8541388888884001,5.6,7.950237250131667,10.279499834451666,53.8330319184,5.75,52.4,98.4
0.0,10900.0,0.0,16.105555555556002,0.0,7149.8,240524.108386396,0.0666944444444,3.6,11.1051228655,11.9950020825,43.556851312,6.7,43.4,97.0
0.0,14441.8,1.259166666667,7.428361111104,0.0,4859.4,923166.7706922728,0.8001666666682,4.7,11.275091391904,14.76778997629,53.25372730576,6.7,40.8,94.4
0.0,17158.2,2.445416666667,9.473999999988,0.0,3305.3,192608.684975905,1.4169166666693005,5.5,8.696924708091428,11.283710257487142,49.70157303735714,6.825,41.8,96.4
0.0,17684.3,3.791416666667,9.284249999986,0.0,900.0,9240.032411518,1.383583333336,5.8,8.163144708091428,11.226567400344283,52.67300160878572,7.0,43.8,99.8
0.0,16067.5,5.554944444444,11.701277777772,0.0,343.8,8018.959552313,1.0666111111125,6.7,7.93890425659375,11.77944747586125,44.942300983737496,6.925,44.0,99.4
0.0,19297.1,6.661333333330999,11.322750000005,0.0,92.0,5270.600616683,2.4706388888895,7.2,13.846940891582856,17.526424220745714,63.327542694200005,6.45,44.4,96.0
2.0,9743.0,4.166944444446666,5.236944444453333,0.0,11.666666666666666,3215.182072125,0.8869444444443334,6.0,6.702906483233,4.99795665725,64.282782228,12.083333333333334,24.666666666666668,121.33333333333331
2.0,11434.222222222224,4.093086419753333,8.803672839518889,0.2841975308633333,399.8888888888889,8994.403931046249,1.8872839506193333,5.375,9.55970893583975,8.9547252183525,72.4837494030625,9.916666666666666,33.111111111111114,112.44444444444444
0.0,13566.3,3.1333888888897,11.689666666665,0.255777777777,368.5,9021.83595841,3.8904444444475,5.3,8.336459789636299,8.892196103865,81.01101501638,8.85,38.0,108.8
2.0,12739.4,3.261500000001,13.456722222211,0.0,138.5,5710.277734707,3.2539166666689,5.7,10.165689071005,8.92585970642,68.20507349991,8.95,37.2,108.8
1.0,15299.1,3.000111111111,14.987083333327998,0.0833333333333,167.3,5400.812078772,2.0755555555551,5.5,6.67474904078432,7.220373227813001,60.15339262567,7.9,46.8,110.0
2.0,13699.1,3.5833333333329995,14.50491666667,0.0,1265.7,26651.757112165,2.350888888889,5.8,8.531425136867446,7.622682700883335,70.06808097311111,8.05,46.2,110.6
2.0,12007.1,4.584277777778,13.114611111126,0.0,2526.8,50746.409457622,1.7361388888885,5.2,5.654121936808888,5.618425387615556,52.56688760492222,7.975,43.2,107.0
2.0,11893.1,3.784083333333,14.274916666676,0.0,2551.9,50409.616742504,0.9120277777771,4.7,4.459128895512222,4.4418393628177775,40.228775642,8.125,41.8,106.8
1.0,12131.9,2.500055555555,12.602027777772,0.0,1952.0,33019.38624159,0.9662777777782,4.4,8.044405940638333,4.193874774609999,41.32265851865,8.525,36.4,104.6
0.0,13681.9,1.330805555556,13.748333333333,0.0,2293.4,32422.1874248844,0.4970555555549,3.4,9.770994357835,8.515204817283333,54.12761738896666,8.45,37.8,105.4
0.0,14451.6,2.9810277777780003,10.951138888882,0.0,1631.7,28576.255196745,1.8529166666653,5.1,9.043817763259,7.58449258648875,61.5018620155125,9.075,36.8,109.4
1.0,13719.2,4.1497777777797,12.288055555553,0.0,119.7,3869.970109176,2.6988333333332,4.8,5.3310352094768,5.280561027153,52.70506716814,8.75,37.2,107.2
0.0,13034.3,4.9666666666687,12.454416666663,0.0,34.7,3425.288712693,1.141,4.5,5.499668125783,5.393487052999999,51.81759540921,8.3,42.0,108.4
0.0,12252.9,5.483444444444,12.56374999999,0.0,115.6,3626.791904445,2.6488333333345,5.7,10.174543048693,6.19161517182,53.70461902323,8.5,38.4,106.4
0.0,15019.4,4.6997222222212,12.023861111107,0.0,130.5,4570.908973242,2.1880833333329,6.1,13.731297468731112,8.916143639475557,58.80519011842223,8.6,39.2,108.0
0.0,14393.5,3.766472222222201,13.914916666658002,0.0,82.6,4295.960746471,1.8974166666652,5.5,10.435921572303752,6.6586488807062505,57.689884309725,8.275,41.2,107.4
0.0,11330.7,3.733083333334,15.199305555557,0.0,44.5,3296.907225477,1.1241666666681,4.7,2.0402296841743333,4.3673769082865,57.35515905595333,8.45,40.2,107.8
0.0,12874.7,5.899611111111,11.898944444457,0.0,93.3,4045.20374096,1.6351944444473,5.3,6.920237266355144,5.503387161809857,78.01075367019999,8.55,39.2,107.6
1.0,12251.2,9.50047222221,9.601138888896,0.0,236.9,6277.780432355,0.7544444444456,6.4,8.840302507876666,4.968447947381667,52.4187953459,7.95,44.0,107.6
2.0,13741.9,8.534027777771,11.09630555555,0.0,731.9,11092.594482049,0.5747777777781999,5.6,6.710851319076667,9.841759242553334,62.7009617121,7.775,47.2,109.4
0.0,13101.8,2.483277777776,5.550444444441,0.0,3846.3,50447.951943523,0.3498888888894,4.4,3.1573465517125,5.7606891986,56.645864313675,7.275,44.6,102.8
0.0,18998.7,2.7169166666669,7.693999999997,0.166722222222,3397.8,49250.259272159,0.8668888888886,5.7,5.196206721235,5.560656714731667,48.0192461959,6.525,48.2,100.4
0.0,18090.1,3.5504444444449,8.656111111108,0.166722222222,2155.4,39815.271954025,0.9501944444442,5.5,4.700259312242857,5.109248650735714,49.37923670028572,6.575,49.4,102.0
0.0,13607.0,6.365500000005,12.268638888901,0.166722222222,78.9,4335.547367149,1.4586944444462,6.4,5.9974125951425,7.9052915367868,52.81894359443,7.025,51.6,107.8
0.0,12163.0,7.819472222227001,12.64802777779,0.0,0.0,3745.768480419,2.4468611111111,6.7,11.011437947142,12.066450446316,68.236180436054,6.275,48.2,98.4
1.0,13136.2,5.489972222223,11.94347222223,0.0666666666667,185.6,4201.818379087001,2.1339999999993,6.8,13.117667177774,12.856345442321,64.30624129422,6.675,45.6,99.0
1.0,14301.4,7.084888888889999,10.15744444445,0.0,75.9,4408.482555825,1.6433333333332,7.0,13.356138877538555,12.656382101625557,62.23506026555555,6.55,48.8,101.2
0.0,13320.4,5.9163055555531,8.359666666666,0.0,330.7,6501.308872402999,1.163583333333,6.0,10.251809333415713,10.825892568487143,51.28889255718714,6.55,48.8,101.2
0.0,13831.2,5.331611111110901,10.440416666668,0.0,30.7,3823.242603655,1.4277777777766,5.9,9.1967890386265,6.575378573234875,60.0244608919875,6.775,46.4,100.6
1.0,16114.4,5.149916666667,12.280611111102,0.0,143.6,4968.517644187,1.5911944444448,6.4,9.352597402508,9.314007547331,53.96432509647778,6.275,55.0,105.2
0.0,18015.1,5.23763888889,12.45466666666,0.183305555556,137.6,5551.515674936,1.5719722222233,6.8,7.295004686116556,10.531740249255556,47.48352077916667,6.275,55.8,106.0
0.0,15771.2,4.368361111112,12.711111111112,0.0,1039.0,23139.831338639,1.0604722222231,5.0,10.871614839390428,6.829674471805714,54.773207845542856,5.95,47.8,95.4
